GID	Pathway	Pathway_Name	Pathway_Class	Pathway_Subclass
7666	Cchi11835	ko04724	Glutamatergic synapse	Organismal Systems	Nervous system
7667	Cchi11835	ko04725	Cholinergic synapse	Organismal Systems	Nervous system
7668	Cchi11835	ko04726	Serotonergic synapse	Organismal Systems	Nervous system
7669	Cchi11835	ko04727	GABAergic synapse	Organismal Systems	Nervous system
7670	Cchi11835	ko04728	Dopaminergic synapse	Organismal Systems	Nervous system
7671	Cchi11835	ko04740	Olfactory transduction	Organismal Systems	Sensory system
7672	Cchi11835	ko04742	Taste transduction	Organismal Systems	Sensory system
7673	Cchi11835	ko04750	Inflammatory mediator regulation of TRP channels	Organismal Systems	Sensory system
7674	Cchi11835	ko04910	Insulin signaling pathway	Organismal Systems	Endocrine system
7675	Cchi11835	ko04911	Insulin secretion	Organismal Systems	Endocrine system
7676	Cchi11835	ko04912	GnRH signaling pathway	Organismal Systems	Endocrine system
7677	Cchi11835	ko04913	Ovarian steroidogenesis	Organismal Systems	Endocrine system
7678	Cchi11835	ko04914	Progesterone-mediated oocyte maturation	Organismal Systems	Endocrine system
7679	Cchi11835	ko04915	Estrogen signaling pathway	Organismal Systems	Endocrine system
7680	Cchi11835	ko04916	Melanogenesis	Organismal Systems	Endocrine system
7681	Cchi11835	ko04918	Thyroid hormone synthesis	Organismal Systems	Endocrine system
7682	Cchi11835	ko04919	Thyroid hormone signaling pathway	Organismal Systems	Endocrine system
7683	Cchi11835	ko04921	Oxytocin signaling pathway	Organismal Systems	Endocrine system
7684	Cchi11835	ko04922	Glucagon signaling pathway	Organismal Systems	Endocrine system
7685	Cchi11835	ko04923	Regulation of lipolysis in adipocytes	Organismal Systems	Endocrine system
7686	Cchi11835	ko04924	Renin secretion	Organismal Systems	Endocrine system
7687	Cchi11835	ko04925	Aldosterone synthesis and secretion	Organismal Systems	Endocrine system
7688	Cchi11835	ko04926	Relaxin signaling pathway	Organismal Systems	Endocrine system
7689	Cchi11835	ko04927	Cortisol synthesis and secretion	Organismal Systems	Endocrine system
7691	Cchi11835	ko04961	Endocrine and other factor-regulated calcium reabsorption	Organismal Systems	Excretory system
7692	Cchi11835	ko04962	Vasopressin-regulated water reabsorption	Organismal Systems	Excretory system
7693	Cchi11835	ko04970	Salivary secretion	Organismal Systems	Digestive system
7694	Cchi11835	ko04971	Gastric acid secretion	Organismal Systems	Digestive system
7695	Cchi11835	ko04976	Bile secretion	Organismal Systems	Digestive system
7711	Cchi11838	ko04010	MAPK signaling pathway	Environmental Information Processing	Signal transduction
7712	Cchi11838	ko04014	Ras signaling pathway	Environmental Information Processing	Signal transduction
7713	Cchi11838	ko04020	Calcium signaling pathway	Environmental Information Processing	Signal transduction
7714	Cchi11838	ko04024	cAMP signaling pathway	Environmental Information Processing	Signal transduction
7715	Cchi11838	ko04062	Chemokine signaling pathway	Organismal Systems	Immune system
7716	Cchi11838	ko04113	Meiosis - yeast	Cellular Processes	Cell growth and death
7717	Cchi11838	ko04114	Oocyte meiosis	Cellular Processes	Cell growth and death
7718	Cchi11838	ko04138	Autophagy - yeast	Cellular Processes	Transport and catabolism
7719	Cchi11838	ko04140	Autophagy - animal	Cellular Processes	Transport and catabolism
7720	Cchi11838	ko04211	Longevity regulating pathway	Organismal Systems	Aging
7721	Cchi11838	ko04213	Longevity regulating pathway - multiple species	Organismal Systems	Aging
7722	Cchi11838	ko04261	Adrenergic signaling in cardiomyocytes	Organismal Systems	Circulatory system
7723	Cchi11838	ko04270	Vascular smooth muscle contraction	Organismal Systems	Circulatory system
7724	Cchi11838	ko04310	Wnt signaling pathway	Environmental Information Processing	Signal transduction
7725	Cchi11838	ko04340	Hedgehog signaling pathway	Environmental Information Processing	Signal transduction
7726	Cchi11838	ko04341	Hedgehog signaling pathway - fly	Environmental Information Processing	Signal transduction
7727	Cchi11838	ko04371	Apelin signaling pathway	Environmental Information Processing	Signal transduction
7728	Cchi11838	ko04530	Tight junction	Cellular Processes	Cellular community - eukaryotes
7729	Cchi11838	ko04540	Gap junction	Cellular Processes	Cellular community - eukaryotes
7730	Cchi11838	ko04611	Platelet activation	Organismal Systems	Immune system
7731	Cchi11838	ko04713	Circadian entrainment	Organismal Systems	Environmental adaptation
7732	Cchi11838	ko04714	Thermogenesis	Organismal Systems	Environmental adaptation
7733	Cchi11838	ko04720	Long-term potentiation	Organismal Systems	Nervous system
7734	Cchi11838	ko04723	Retrograde endocannabinoid signaling	Organismal Systems	Nervous system
7735	Cchi11838	ko04724	Glutamatergic synapse	Organismal Systems	Nervous system
7736	Cchi11838	ko04725	Cholinergic synapse	Organismal Systems	Nervous system
7737	Cchi11838	ko04726	Serotonergic synapse	Organismal Systems	Nervous system
7738	Cchi11838	ko04727	GABAergic synapse	Organismal Systems	Nervous system
7739	Cchi11838	ko04728	Dopaminergic synapse	Organismal Systems	Nervous system
7740	Cchi11838	ko04740	Olfactory transduction	Organismal Systems	Sensory system
7741	Cchi11838	ko04742	Taste transduction	Organismal Systems	Sensory system
7742	Cchi11838	ko04750	Inflammatory mediator regulation of TRP channels	Organismal Systems	Sensory system
7743	Cchi11838	ko04910	Insulin signaling pathway	Organismal Systems	Endocrine system
7744	Cchi11838	ko04911	Insulin secretion	Organismal Systems	Endocrine system
7745	Cchi11838	ko04912	GnRH signaling pathway	Organismal Systems	Endocrine system
7746	Cchi11838	ko04913	Ovarian steroidogenesis	Organismal Systems	Endocrine system
7747	Cchi11838	ko04914	Progesterone-mediated oocyte maturation	Organismal Systems	Endocrine system
7748	Cchi11838	ko04915	Estrogen signaling pathway	Organismal Systems	Endocrine system
7749	Cchi11838	ko04916	Melanogenesis	Organismal Systems	Endocrine system
7750	Cchi11838	ko04918	Thyroid hormone synthesis	Organismal Systems	Endocrine system
7751	Cchi11838	ko04919	Thyroid hormone signaling pathway	Organismal Systems	Endocrine system
7752	Cchi11838	ko04921	Oxytocin signaling pathway	Organismal Systems	Endocrine system
7753	Cchi11838	ko04922	Glucagon signaling pathway	Organismal Systems	Endocrine system
7754	Cchi11838	ko04923	Regulation of lipolysis in adipocytes	Organismal Systems	Endocrine system
7755	Cchi11838	ko04924	Renin secretion	Organismal Systems	Endocrine system
7756	Cchi11838	ko04925	Aldosterone synthesis and secretion	Organismal Systems	Endocrine system
7757	Cchi11838	ko04926	Relaxin signaling pathway	Organismal Systems	Endocrine system
7758	Cchi11838	ko04927	Cortisol synthesis and secretion	Organismal Systems	Endocrine system
7760	Cchi11838	ko04961	Endocrine and other factor-regulated calcium reabsorption	Organismal Systems	Excretory system
7761	Cchi11838	ko04962	Vasopressin-regulated water reabsorption	Organismal Systems	Excretory system
7762	Cchi11838	ko04970	Salivary secretion	Organismal Systems	Digestive system
7763	Cchi11838	ko04971	Gastric acid secretion	Organismal Systems	Digestive system
7764	Cchi11838	ko04976	Bile secretion	Organismal Systems	Digestive system
7779	Cchi11839	ko00040	Pentose and glucuronate interconversions	Metabolism	Carbohydrate metabolism
7780	Cchi11839	ko00053	Ascorbate and aldarate metabolism	Metabolism	Carbohydrate metabolism
7781	Cchi11839	ko00140	Steroid hormone biosynthesis	Metabolism	Lipid metabolism
7782	Cchi11839	ko00830	Retinol metabolism	Metabolism	Metabolism of cofactors and vitamins
7783	Cchi11839	ko00860	Porphyrin and chlorophyll metabolism	Metabolism	Metabolism of cofactors and vitamins
7784	Cchi11839	ko00980	Metabolism of xenobiotics by cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
7785	Cchi11839	ko00982	Drug metabolism - cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
7786	Cchi11839	ko00983	Drug metabolism - other enzymes	Metabolism	Xenobiotics biodegradation and metabolism
7788	Cchi11849	ko00052	Galactose metabolism	Metabolism	Carbohydrate metabolism
7789	Cchi11849	ko04973	Carbohydrate digestion and absorption	Organismal Systems	Digestive system
7790	Cchi11850	ko00010	Glycolysis / Gluconeogenesis	Metabolism	Carbohydrate metabolism
7791	Cchi11850	ko00040	Pentose and glucuronate interconversions	Metabolism	Carbohydrate metabolism
7792	Cchi11850	ko00051	Fructose and mannose metabolism	Metabolism	Carbohydrate metabolism
7793	Cchi11850	ko00052	Galactose metabolism	Metabolism	Carbohydrate metabolism
7794	Cchi11850	ko00561	Glycerolipid metabolism	Metabolism	Lipid metabolism
7795	Cchi11850	ko00790	Folate biosynthesis	Metabolism	Metabolism of cofactors and vitamins
7796	Cchi11850	ko00930	Caprolactam degradation	Metabolism	Xenobiotics biodegradation and metabolism
7797	Cchi11851	ko00052	Galactose metabolism	Metabolism	Carbohydrate metabolism
7798	Cchi11851	ko04973	Carbohydrate digestion and absorption	Organismal Systems	Digestive system
7799	Cchi11852	ko00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	Metabolism	Glycan biosynthesis and metabolism
7800	Cchi11859	ko00040	Pentose and glucuronate interconversions	Metabolism	Carbohydrate metabolism
7801	Cchi11859	ko00053	Ascorbate and aldarate metabolism	Metabolism	Carbohydrate metabolism
7802	Cchi11859	ko00140	Steroid hormone biosynthesis	Metabolism	Lipid metabolism
7803	Cchi11859	ko00830	Retinol metabolism	Metabolism	Metabolism of cofactors and vitamins
7804	Cchi11859	ko00860	Porphyrin and chlorophyll metabolism	Metabolism	Metabolism of cofactors and vitamins
7805	Cchi11859	ko00980	Metabolism of xenobiotics by cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
7806	Cchi11859	ko00982	Drug metabolism - cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
7807	Cchi11859	ko00983	Drug metabolism - other enzymes	Metabolism	Xenobiotics biodegradation and metabolism
7809	Cchi11874	ko00040	Pentose and glucuronate interconversions	Metabolism	Carbohydrate metabolism
7810	Cchi11874	ko00053	Ascorbate and aldarate metabolism	Metabolism	Carbohydrate metabolism
7811	Cchi11874	ko00140	Steroid hormone biosynthesis	Metabolism	Lipid metabolism
7812	Cchi11874	ko00830	Retinol metabolism	Metabolism	Metabolism of cofactors and vitamins
7813	Cchi11874	ko00860	Porphyrin and chlorophyll metabolism	Metabolism	Metabolism of cofactors and vitamins
7814	Cchi11874	ko00980	Metabolism of xenobiotics by cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
7815	Cchi11874	ko00982	Drug metabolism - cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
7816	Cchi11874	ko00983	Drug metabolism - other enzymes	Metabolism	Xenobiotics biodegradation and metabolism
7818	Cchi11878	ko04145	Phagosome	Cellular Processes	Transport and catabolism
7819	Cchi11878	ko04210	Apoptosis	Cellular Processes	Cell growth and death
7820	Cchi11878	ko04530	Tight junction	Cellular Processes	Cellular community - eukaryotes
7821	Cchi11878	ko04540	Gap junction	Cellular Processes	Cellular community - eukaryotes
7823	Cchi11900	ko00900	Terpenoid backbone biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
7824	Cchi11906	ko03420	Nucleotide excision repair	Genetic Information Processing	Replication and repair
7825	Cchi11906	ko04120	Ubiquitin mediated proteolysis	Genetic Information Processing	Folding, sorting and degradation
7828	Cchi11908	ko03022	Basal transcription factors	Genetic Information Processing	Transcription
7829	Cchi11913	ko04144	Endocytosis	Cellular Processes	Transport and catabolism
7830	Cchi11914	ko03440	Homologous recombination	Genetic Information Processing	Replication and repair
7831	Cchi11914	ko03460	Fanconi anemia pathway	Genetic Information Processing	Replication and repair
7832	Cchi11917	ko03022	Basal transcription factors	Genetic Information Processing	Transcription
7835	Cchi11927	ko00040	Pentose and glucuronate interconversions	Metabolism	Carbohydrate metabolism
7836	Cchi11927	ko00053	Ascorbate and aldarate metabolism	Metabolism	Carbohydrate metabolism
7837	Cchi11927	ko00140	Steroid hormone biosynthesis	Metabolism	Lipid metabolism
7838	Cchi11927	ko00830	Retinol metabolism	Metabolism	Metabolism of cofactors and vitamins
7839	Cchi11927	ko00860	Porphyrin and chlorophyll metabolism	Metabolism	Metabolism of cofactors and vitamins
7840	Cchi11927	ko00980	Metabolism of xenobiotics by cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
7841	Cchi11927	ko00982	Drug metabolism - cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
7842	Cchi11927	ko00983	Drug metabolism - other enzymes	Metabolism	Xenobiotics biodegradation and metabolism
7844	Cchi11929	ko03010	Ribosome	Genetic Information Processing	Translation
7845	Cchi11940	ko03015	mRNA surveillance pathway	Genetic Information Processing	Translation
7847	Cchi11960	ko04066	HIF-1 signaling pathway	Environmental Information Processing	Signal transduction
7848	Cchi11960	ko04120	Ubiquitin mediated proteolysis	Genetic Information Processing	Folding, sorting and degradation
7852	Cchi11974	ko04010	MAPK signaling pathway	Environmental Information Processing	Signal transduction
7853	Cchi11974	ko04014	Ras signaling pathway	Environmental Information Processing	Signal transduction
7854	Cchi11974	ko04020	Calcium signaling pathway	Environmental Information Processing	Signal transduction
7855	Cchi11974	ko04024	cAMP signaling pathway	Environmental Information Processing	Signal transduction
7856	Cchi11974	ko04062	Chemokine signaling pathway	Organismal Systems	Immune system
7857	Cchi11974	ko04113	Meiosis - yeast	Cellular Processes	Cell growth and death
7858	Cchi11974	ko04114	Oocyte meiosis	Cellular Processes	Cell growth and death
7859	Cchi11974	ko04138	Autophagy - yeast	Cellular Processes	Transport and catabolism
7860	Cchi11974	ko04140	Autophagy - animal	Cellular Processes	Transport and catabolism
7861	Cchi11974	ko04211	Longevity regulating pathway	Organismal Systems	Aging
7862	Cchi11974	ko04213	Longevity regulating pathway - multiple species	Organismal Systems	Aging
7863	Cchi11974	ko04261	Adrenergic signaling in cardiomyocytes	Organismal Systems	Circulatory system
7864	Cchi11974	ko04270	Vascular smooth muscle contraction	Organismal Systems	Circulatory system
7865	Cchi11974	ko04310	Wnt signaling pathway	Environmental Information Processing	Signal transduction
7866	Cchi11974	ko04340	Hedgehog signaling pathway	Environmental Information Processing	Signal transduction
7867	Cchi11974	ko04341	Hedgehog signaling pathway - fly	Environmental Information Processing	Signal transduction
7868	Cchi11974	ko04371	Apelin signaling pathway	Environmental Information Processing	Signal transduction
7869	Cchi11974	ko04530	Tight junction	Cellular Processes	Cellular community - eukaryotes
7870	Cchi11974	ko04540	Gap junction	Cellular Processes	Cellular community - eukaryotes
7871	Cchi11974	ko04611	Platelet activation	Organismal Systems	Immune system
7872	Cchi11974	ko04713	Circadian entrainment	Organismal Systems	Environmental adaptation
7873	Cchi11974	ko04714	Thermogenesis	Organismal Systems	Environmental adaptation
7874	Cchi11974	ko04720	Long-term potentiation	Organismal Systems	Nervous system
